frame,score
160000,9-4
160100,9-4
160200,9-4
160300,9-4
160400,9-4
160500,9-4
160600,9-4
160700,10-4
160800,10-4
160900,10-4
161000,10-4
161100,10-4
161200,10-4
161300,10-4
161400,10-4
161500,10-4
161600,10-4
161700,10-4
161800,10-4
161900,10-4
162000,10-4
162100,10-4
162200,11-4
162300,
162400,11-4
162500,11-4
162600,11-4
162700,11-4
162800,11-4
162900,11-4
163000,11-4
163100,11-4
163200,11-4
163300,11-4
163400,11-4
163500,11-4
163600,11-4
163700,11-4
163800,11-4
163900,
164000,11-4
164100,11-4
164200,11-4
164300,11-4
164400,11-4
164500,11-4
164600,11-4
164700,11-4
164800,11-4
164900,
165000,11-4
165100,11-4
165200,11-4
165300,11-4
165400,11-4
165500,11-4
165600,11-4
165700,11-4
165800,11-4
165900,11-4
166000,11-4
166100,11-4
166200,11-4
166300,11-4
166400,11-4
166500,11-4
166600,11-4
166700,11-4
166800,11-4
166900,11-4
167000,
167100,11-4
167200,11-4
167300,
167400,11-4
167500,11-4
167600,11-4
167700,11-4
167800,11-4
167900,11-4
168000,11-4
168100,11-4
168200,11-4
168300,
168400,11-4
168500,11-4
168600,11-41
168700,11-4
168800,11-4
168900,11-4
169000,11-4
169100,11-4
169200,11-4
169300,11-4
169400,11-4
169500,
169600,11-4
169700,11-4
169800,11-4
169900,11-4
170000,11-4
170100,11-4
170200,11-4
170300,11-4
170400,11-4
170500,
170600,11-4
170700,11-4
170800,11-4
170900,11-4
171000,11-4
171100,11-4
171200,11-4
171300,11-4
171400,11-4
171500,
171600,
171700,
171800,
171900,
172000,
172100,
