frame,score
37200,8-5
37300,8-5
37400,8-5
37500,8-5
37600,8-5
37700,8-5
37800,8-5
37900,8-5
38000,8-5
38100,8-5
38200,8-5
38300,8-5
38400,8-5
38500,0-0
38600,8-6
38700,8-6
38800,8-6
38900,8-6
39000,8-6
39100,8-6
39200,8-6
39300,8-6
39400,8-6
39500,8-6
39600,8-6
39700,8-6
39800,8-6
39900,8-6
40000,8-6
40100,8-6
40200,8-6
40300,8-6
40400,8-6
40500,8-6
40600,8-6
40700,8-6
40800,8-6
40900,8-6
41000,8-6
41100,8-6
41200,8-6
41300,8-6
41400,8-6
41500,8-6
41600,8-6
41700,8-6
41800,8-6
41900,8-6
42000,8-6
42100,8-6
42200,8-6
42300,8-7
42400,8-7
42500,8-7
42600,8-7
42700,8-7
42800,8-7
42900,0-0
43000,8-7
43100,8-7
43200,8-7
43300,8-7
43400,8-7
43500,8-7
43600,8-7
43700,8-7
43800,8-7
43900,8-7
44000,8-7
44100,8-7
44200,8-7
44300,8-7
44400,8-7
44500,8-7
44600,8-7
44700,9-7
44800,9-7
44900,9-7
45000,9-7
45100,9-7
45200,9-7
45300,9-7
45400,9-7
45500,9-7
45600,9-7
45700,9-7
45800,9-7
45900,9-7
46000,9-7
46100,9-7
46200,9-7
46300,9-7
46400,9-7
46500,9-7
46600,9-7
46700,9-7
46800,9-7
46900,9-7
47000,9-7
47100,9-7
47200,9-7
47300,9-7
47400,9-7
47500,10-7
47600,10-7
47700,10-7
47800,10-7
47900,10-7
48000,10-7
48100,10-7
48200,10-7
48300,10-7
48400,10-7
48500,10-7
48600,10-7
48700,10-7
48800,10-7
48900,10-7
49000,10-7
49100,10-7
49200,10-7
49300,10-7
49400,10-7
49500,10-7
49600,10-7
49700,10-7
49800,10-7
49900,10-7
50000,11-7
50100,11-7
50200,11-7
50300,11-7
50400,11-7
50500,0-0
50600,11-7
50700,11-7
50800,11-7
50900,11-7
51000,11-7
51100,11-7
51200,11-7
51300,11-7
51400,11-7
51500,11-7
51600,11-7
51700,11-7
51800,11-7
51900,11-7
52000,11-7
52100,11-7
52200,11-7
52300,11-7
52400,11-7
52500,11-7
52600,11-7
52700,11-7
52800,11-7
52900,11-7
53000,11-7
53100,11-7
53200,11-7
53300,11-7
53400,11-7
53500,11-7
53600,11-7
53700,11-7
53800,11-7
53900,11-7
54000,11-7
54100,11-7
54200,11-7
54300,11-7
54400,11-7
54500,11-7
54600,11-7
54700,11-7
54800,11-7
54900,11-7
55000,11-7
55100,11-7
55200,11-7
55300,11-7
55400,11-7
55500,11-7
55600,11-7
55700,11-7
55800,11-7
55900,11-7
56000,11-7
56100,11-7
56200,11-7
56300,11-7
56400,11-7
56500,11-7
56600,11-7
56700,0-0
56800,11-7
56900,11-7
57000,11-7
57100,11-7
57200,11-7
57300,11-7
57400,11-7
57500,11-7
57600,11-7
57700,11-7
57800,11-7
57900,11-7
58000,11-7
58100,11-7
58200,11-7
58300,11-7
58400,11-7
58500,11-7
58600,11-7
58700,0-0
58800,11-7
58900,11-7
59000,11-7
59100,11-7
59200,11-7
59300,11-7
59400,11-7
59500,11-7
59600,11-7
59700,11-7
59800,11-7
59900,11-7
60000,11-7
60100,11-7
60200,11-7
60300,11-7
60400,11-7
60500,11-7
60600,11-7
60700,11-7
60800,11-7
60900,11-7
61000,11-7
61100,11-7
61200,11-7
61300,11-7
61400,11-7
61500,11-7
61600,11-7
61700,11-7
61800,11-7
61900,11-7
62000,11-7
62100,11-7
62200,11-7
62300,11-7
62400,11-7
62500,11-7
62600,11-7
62700,0-0
62800,11-7
62900,11-7
63000,11-7
63100,11-7
63200,11-7
63300,11-7
63400,0-0
63500,0-0
63600,0-0
63700,0-0
63800,0-0
63900,0-0
64000,0-0
64100,0-0
64200,0-0
64300,0-0
64400,0-0
64500,0-0
64600,0-0
64700,0-0
64800,0-0
64900,0-0
65000,0-0
65100,0-0
65200,0-0
65300,0-0
65400,0-0
65500,0-0
65600,0-0
65700,0-0
65800,0-0
65900,0-0
66000,0-0
66100,0-0
66200,0-0
66300,0-0
66400,0-0
66500,0-0
66600,0-0
66700,0-0
66800,0-0
66900,0-0
67000,0-0
67100,0-0
67200,0-0
67300,0-0
67400,0-0
67500,0-0
67600,0-0
67700,0-0
67800,0-0
67900,0-0
68000,0-0
68100,0-0
68200,0-0
68300,0-0
68400,0-0
68500,0-0
68600,0-0
68700,0-0
68800,0-0
68900,0-0
69000,0-0
69100,0-0
69200,0-0
69300,0-0
69400,0-0
69500,0-0
69600,0-0
69700,0-0
69800,0-0
69900,0-0
70000,0-0
70100,0-0
70200,0-0
70300,0-0
70400,0-0
70500,0-0
70600,0-0
70700,0-0
70800,0-0
70900,0-0
71000,0-0
71100,0-0
71200,0-0
71300,0-0
71400,0-0
71500,0-0
71600,0-0
71700,0-0
71800,0-0
71900,0-0
72000,0-0
72100,0-0
72200,0-0
72300,0-0
72400,0-0
72500,0-0
72600,0-0
72700,0-0
72800,0-0
72900,0-0
73000,0-0
73100,0-0
73200,0-0
73300,0-0
73400,0-0
73500,0-0
73600,0-0
73700,0-0
73800,0-0
73900,0-0
74000,0-0
74100,0-0
74200,0-0
74300,0-0
74400,0-0
74500,0-0
74600,0-0
74700,0-0
74800,0-0
74900,0-0
75000,0-0
75100,0-0
75200,0-0
75300,0-0
75400,0-0
75500,0-0
75600,0-0
75700,0-0
75800,0-0
75900,0-0
76000,0-0
76100,0-0
76200,0-0
76300,0-0
76400,0-0
76500,0-0
76600,0-0
76700,0-0
76800,0-0
76900,0-0
77000,0-0
77100,0-0
77200,0-0
77300,0-0
77400,0-0
77500,0-0
77600,0-0
77700,0-0
77800,0-0
77900,0-0
78000,0-0
78100,0-0
78200,0-0
78300,0-0
78400,0-0
78500,0-0
78600,0-0
78700,0-0
78800,0-0
78900,0-0
79000,0-0
79100,0-0
79200,0-0
79300,0-0
79400,0-0
79500,0-0
79600,0-0
79700,0-0
79800,0-0
79900,0-0
80000,0-0
80100,0-0
80200,0-0
80300,0-0
80400,0-0
80500,0-0
80600,0-0
80700,0-0
80800,0-0
80900,0-0
81000,0-0
81100,0-0
81200,0-0
81300,0-0
81400,0-0
81500,0-0
81600,0-0
81700,0-0
81800,0-0
81900,0-0
82000,0-0
82100,0-0
82200,0-0
82300,0-0
82400,0-0
82500,0-0
82600,0-0
82700,0-0
82800,0-0
82900,0-0
83000,0-0
83100,0-0
83200,0-0
83300,0-0
83400,0-0
83500,0-0
83600,0-0
83700,0-0
83800,0-0
83900,0-0
84000,0-0
84100,0-0
84200,0-0
84300,0-0
84400,0-0
84500,0-0
84600,0-0
84700,0-0
84800,0-0
84900,0-0
85000,0-0
85100,0-0
85200,0-0
85300,0-0
85400,0-0
85500,0-0
85600,0-0
85700,0-0
85800,0-0
85900,0-0
86000,0-0
86100,0-0
86200,0-0
86300,0-0
86400,0-0
86500,0-0
86600,0-0
86700,0-0
86800,0-0
86900,0-0
87000,0-0
87100,0-0
87200,0-0
87300,0-0
87400,0-0
87500,0-0
87600,0-0
87700,0-0
87800,0-0
87900,0-0
88000,0-0
88100,0-0
88200,0-0
88300,0-0
88400,0-0
88500,0-0
