frame,score
41900,8-6
42000,8-6
42100,8-6
42200,8-6
42300,8-7
42400,8-7
42500,8-7
42600,8-7
42700,8-7
42800,8-7
42900,
43000,8-7
43100,8-7
43200,8-7
43300,8-7
43400,8-7
43500,8-7
43600,8-7
43700,8-7
43800,8-7
43900,8-7
44000,8-7
44100,8-7
44200,8-7
44300,8-7
44400,8-7
44500,8-7
44600,8-7
44700,9-7
44800,9-7
44900,9-7
45000,9-7
45100,9-7
45200,9-7
45300,9-7
45400,9-7
45500,9-7
45600,9-7
45700,9-7
45800,9-7
45900,9-7
46000,9-7
46100,9-7
46200,9-7
46300,9-7
46400,9-7
46500,9-7
46600,9-7
46700,9-7
46800,9-7
46900,9-7
47000,9-7
47100,9-7
47200,9-7
47300,9-7
47400,9-7
47500,10-7
47600,10-7
47700,10-7
47800,10-7
47900,10-7
48000,10-7
48100,10-7
48200,10-7
48300,10-7
48400,10-7
48500,10-7
48600,10-7
48700,10-7
48800,10-7
48900,10-7
49000,10-7
49100,10-7
49200,10-7
49300,10-7
49400,10-7
49500,10-7
49600,10-7
49700,10-7
49800,10-7
49900,10-7
50000,11-7
50100,
50200,11-7
50300,11-7
50400,11-7
50500,
50600,
50700,11-7
50800,11-7
50900,1-7
51000,
51100,11-7
51200,
51300,11-7
51400,
51500,
51600,11-7
51700,
51800,
51900,11-7
52000,11-7
52100,
52200,11-7
52300,
52400,11-7
52500,11-7
52600,11-7
52700,11-7
52800,11-7
52900,11-7
53000,11-7
53100,11-7
53200,11-7
53300,11-7
53400,11-7
53500,
53600,11-7
53700,11-7
53800,11-7
53900,11-7
54000,11-7
54100,11-7
54200,11-7
54300,11-7
54400,11-7
54500,11-7
54600,11-7
54700,11-7
54800,11-7
54900,11-7
55000,11-7
55100,11-7
55200,
55300,1-7
55400,11-7
55500,
55600,
55700,11-7
55800,11-7
55900,
56000,11-7
56100,11-7
56200,11-7
56300,11-7
56400,
56500,11-7
56600,11-7
56700,
56800,11-7
56900,11-7
57000,11-7
57100,11-7
57200,11-7
57300,
57400,
57500,11-7
57600,
57700,11-7
57800,11-7
57900,
58000,
58100,
58200,11-7
58300,11-7
58400,11-7
58500,11-7
58600,11-7
58700,11-7
58800,11-7
58900,11-7
59000,11-7
59100,11-7
59200,11-7
59300,11-7
59400,11-7
59500,1-7
59600,
59700,11-7
59800,11-7
59900,11-7
60000,11-7
60100,11-7
60200,11-7
60300,11-7
60400,
60500,
60600,
60700,
60800,
60900,11-7
61000,11-7
61100,11-7
61200,
61300,11-7
61400,11-7
61500,11-7
61600,
61700,11-7
61800,
61900,11-7
62000,11-7
62100,11-7
62200,11-7
62300,11-7
62400,11-7
62500,
62600,11-7
62700,11-7
62800,11-7
62900,11-7
63000,11-7
63100,11-7
63200,11-7
63300,11-7
63400,
63500,
63600,
63700,
63800,
63900,
64000,
64100,
64200,
64300,
64400,
64500,
64600,
64700,
64800,
64900,
65000,
65100,
65200,
65300,
65400,
65500,
65600,
65700,
65800,
65900,
66000,
66100,
66200,
66300,
66400,
66500,
66600,
66700,
66800,
66900,
67000,
67100,
67200,
67300,
67400,
67500,
67600,
67700,
67800,
67900,
68000,
68100,
68200,
68300,
68400,
68500,
68600,
68700,
68800,
68900,
69000,
69100,
69200,
69300,
69400,
69500,
69600,
69700,
69800,
69900,
70000,
70100,
70200,
70300,
70400,
70500,
70600,
70700,
70800,
70900,
71000,
71100,
71200,
71300,
71400,
71500,
71600,
71700,
71800,
71900,
72000,
72100,
72200,
72300,
72400,
72500,
72600,
72700,
72800,
72900,
73000,
73100,
73200,
73300,
73400,
73500,
73600,
73700,
73800,
73900,
74000,
74100,
74200,
74300,
74400,
74500,
74600,
74700,
74800,
74900,
75000,
75100,
75200,
75300,
75400,
75500,
75600,
75700,
75800,
75900,
76000,
76100,
76200,
76300,
76400,
76500,
76600,
76700,
76800,
76900,
77000,
77100,
77200,
77300,
77400,
77500,
77600,
77700,
77800,
77900,
78000,
78100,
78200,
78300,
78400,
78500,
78600,
78700,
78800,
78900,
79000,
79100,
79200,
79300,
79400,
79500,
79600,
79700,
79800,
79900,
80000,
80100,
80200,
80300,
80400,
80500,
80600,
80700,
80800,
80900,
81000,
81100,
81200,
81300,
81400,
81500,
81600,
81700,
81800,
81900,
82000,
82100,
82200,
82300,
82400,
82500,
82600,
82700,
82800,
82900,
83000,
83100,
83200,
83300,
83400,
83500,
83600,
83700,
83800,
83900,
84000,
84100,
84200,
84300,
84400,
84500,
84600,
84700,
84800,
84900,
85000,
85100,
85200,
85300,
85400,
85500,
85600,
85700,
85800,
85900,
86000,
86100,
86200,
86300,
86400,
86500,
86600,
86700,
86800,
86900,
87000,
87100,
87200,
87300,
87400,
87500,
87600,
87700,
87800,
87900,
88000,
88100,
88200,
88300,
88400,
88500,
